fact_id,query_id,write_fact_A,query_B,expected_output_A
User_006850_F3,User_006850_Q3,Mobil yang dimiliki User_006850 adalah BMW berwarna Hitam.,Apa merek mobil User_006850?,BMW
User_021763_F0,User_021763_Q0,User_021763 tinggal di kota Palembang.,Di kota mana User_021763 tinggal?,Palembang
User_001308_F4,User_001308_Q4,User_001308 baru membeli Nissan warna Abu-abu.,Apa warna mobil User_001308?,Abu-abu
User_017743_F4,User_017743_Q4,User_017743 baru membeli Nissan warna Hijau.,Apa warna mobil User_017743?,Hijau
User_015631_F4,User_015631_Q4,User_015631 baru membeli Mitsubishi warna Abu-abu.,Apa warna mobil User_015631?,Abu-abu
User_018187_F0,User_018187_Q0,User_018187 tinggal di kota Denpasar.,Di kota mana User_018187 tinggal?,Denpasar
User_005420_F3,User_005420_Q3,Mobil yang dimiliki User_005420 adalah Ford berwarna Hitam.,Apa merek mobil User_005420?,Ford
User_003157_F0,User_003157_Q0,User_003157 tinggal di kota Yogyakarta.,Di kota mana User_003157 tinggal?,Yogyakarta
User_000641_F1,User_000641_Q1,User_000641 bekerja sebagai Insinyur.,Apa pekerjaan User_000641?,Insinyur
User_022423_F4,User_022423_Q4,User_022423 baru membeli Honda warna Hijau.,Apa warna mobil User_022423?,Hijau
User_028822_F0,User_028822_Q0,User_028822 tinggal di kota Denpasar.,Di kota mana User_028822 tinggal?,Denpasar
User_009148_F1,User_009148_Q1,User_009148 bekerja sebagai Nelayan.,Apa pekerjaan User_009148?,Nelayan
User_022367_F3,User_022367_Q3,Mobil yang dimiliki User_022367 adalah Hyundai berwarna Merah.,Apa merek mobil User_022367?,Hyundai
User_003022_F1,User_003022_Q1,User_003022 bekerja sebagai Penulis.,Apa pekerjaan User_003022?,Penulis
User_009113_F4,User_009113_Q4,User_009113 baru membeli Ford warna Merah.,Apa warna mobil User_009113?,Merah
User_000788_F3,User_000788_Q3,Mobil yang dimiliki User_000788 adalah Toyota berwarna Hitam.,Apa merek mobil User_000788?,Toyota
User_025062_F4,User_025062_Q4,User_025062 baru membeli Suzuki warna Kuning.,Apa warna mobil User_025062?,Kuning
User_029428_F4,User_029428_Q4,User_029428 baru membeli Toyota warna Hijau.,Apa warna mobil User_029428?,Hijau
User_022428_F1,User_022428_Q1,User_022428 bekerja sebagai Nelayan.,Apa pekerjaan User_022428?,Nelayan
User_024956_F0,User_024956_Q0,User_024956 tinggal di kota Padang.,Di kota mana User_024956 tinggal?,Padang
User_008081_F1,User_008081_Q1,User_008081 bekerja sebagai Desainer.,Apa pekerjaan User_008081?,Desainer
User_012729_F3,User_012729_Q3,Mobil yang dimiliki User_012729 adalah Mitsubishi berwarna Hijau.,Apa merek mobil User_012729?,Mitsubishi
User_007155_F0,User_007155_Q0,User_007155 tinggal di kota Pekanbaru.,Di kota mana User_007155 tinggal?,Pekanbaru
User_003789_F3,User_003789_Q3,Mobil yang dimiliki User_003789 adalah Mazda berwarna Hitam.,Apa merek mobil User_003789?,Mazda
User_022616_F4,User_022616_Q4,User_022616 baru membeli Honda warna Oranye.,Apa warna mobil User_022616?,Oranye
User_021987_F1,User_021987_Q1,User_021987 bekerja sebagai Guru.,Apa pekerjaan User_021987?,Guru
User_027182_F2,User_027182_Q2,User_027182 memiliki peliharaan Bebek bernama Mochi.,Siapa nama peliharaan User_027182?,Mochi
User_008441_F3,User_008441_Q3,Mobil yang dimiliki User_008441 adalah BMW berwarna Oranye.,Apa merek mobil User_008441?,BMW
User_025125_F1,User_025125_Q1,User_025125 bekerja sebagai Koki.,Apa pekerjaan User_025125?,Koki
User_019175_F0,User_019175_Q0,User_019175 tinggal di kota Manado.,Di kota mana User_019175 tinggal?,Manado
User_013643_F1,User_013643_Q1,User_013643 bekerja sebagai Desainer.,Apa pekerjaan User_013643?,Desainer
User_026073_F4,User_026073_Q4,User_026073 baru membeli Nissan warna Hitam.,Apa warna mobil User_026073?,Hitam
User_010095_F4,User_010095_Q4,User_010095 baru membeli Mitsubishi warna Putih.,Apa warna mobil User_010095?,Putih
User_009136_F0,User_009136_Q0,User_009136 tinggal di kota Semarang.,Di kota mana User_009136 tinggal?,Semarang
User_015686_F4,User_015686_Q4,User_015686 baru membeli Hyundai warna Hitam.,Apa warna mobil User_015686?,Hitam
User_020816_F0,User_020816_Q0,User_020816 tinggal di kota Palembang.,Di kota mana User_020816 tinggal?,Palembang
User_009566_F3,User_009566_Q3,Mobil yang dimiliki User_009566 adalah Mazda berwarna Kuning.,Apa merek mobil User_009566?,Mazda
User_023104_F4,User_023104_Q4,User_023104 baru membeli Hyundai warna Cokelat.,Apa warna mobil User_023104?,Cokelat
User_013995_F1,User_013995_Q1,User_013995 bekerja sebagai Petani.,Apa pekerjaan User_013995?,Petani
User_002706_F3,User_002706_Q3,Mobil yang dimiliki User_002706 adalah Suzuki berwarna Kuning.,Apa merek mobil User_002706?,Suzuki
User_019820_F3,User_019820_Q3,Mobil yang dimiliki User_019820 adalah Honda berwarna Hijau.,Apa merek mobil User_019820?,Honda
User_002427_F4,User_002427_Q4,User_002427 baru membeli Daihatsu warna Kuning.,Apa warna mobil User_002427?,Kuning
User_010519_F0,User_010519_Q0,User_010519 tinggal di kota Pontianak.,Di kota mana User_010519 tinggal?,Pontianak
User_010691_F3,User_010691_Q3,Mobil yang dimiliki User_010691 adalah BMW berwarna Biru.,Apa merek mobil User_010691?,BMW
User_012774_F0,User_012774_Q0,User_012774 tinggal di kota Samarinda.,Di kota mana User_012774 tinggal?,Samarinda
User_000519_F1,User_000519_Q1,User_000519 bekerja sebagai Nelayan.,Apa pekerjaan User_000519?,Nelayan
User_017219_F3,User_017219_Q3,Mobil yang dimiliki User_017219 adalah Hyundai berwarna Putih.,Apa merek mobil User_017219?,Hyundai
User_020840_F0,User_020840_Q0,User_020840 tinggal di kota Padang.,Di kota mana User_020840 tinggal?,Padang
User_004119_F4,User_004119_Q4,User_004119 baru membeli Honda warna Kuning.,Apa warna mobil User_004119?,Kuning
User_023100_F4,User_023100_Q4,User_023100 baru membeli Toyota warna Putih.,Apa warna mobil User_023100?,Putih
User_019569_F3,User_019569_Q3,Mobil yang dimiliki User_019569 adalah Mitsubishi berwarna Ungu.,Apa merek mobil User_019569?,Mitsubishi
User_005056_F1,User_005056_Q1,User_005056 bekerja sebagai Tentara.,Apa pekerjaan User_005056?,Tentara
User_019396_F1,User_019396_Q1,User_019396 bekerja sebagai Nelayan.,Apa pekerjaan User_019396?,Nelayan
User_027494_F2,User_027494_Q2,User_027494 memiliki peliharaan Ikan bernama Luna.,Siapa nama peliharaan User_027494?,Luna
User_029034_F2,User_029034_Q2,User_029034 memiliki peliharaan Anjing bernama Daisy.,Siapa nama peliharaan User_029034?,Daisy
User_025284_F4,User_025284_Q4,User_025284 baru membeli Nissan warna Oranye.,Apa warna mobil User_025284?,Oranye
User_022468_F2,User_022468_Q2,User_022468 memiliki peliharaan Ikan bernama Bella.,Siapa nama peliharaan User_022468?,Bella
User_024529_F1,User_024529_Q1,User_024529 bekerja sebagai Pilot.,Apa pekerjaan User_024529?,Pilot
User_003464_F2,User_003464_Q2,User_003464 memiliki peliharaan Kelinci bernama Bella.,Siapa nama peliharaan User_003464?,Bella
User_012368_F0,User_012368_Q0,User_012368 tinggal di kota Samarinda.,Di kota mana User_012368 tinggal?,Samarinda
User_010771_F3,User_010771_Q3,Mobil yang dimiliki User_010771 adalah Mazda berwarna Abu-abu.,Apa merek mobil User_010771?,Mazda
User_016817_F1,User_016817_Q1,User_016817 bekerja sebagai Programmer.,Apa pekerjaan User_016817?,Programmer
User_018668_F1,User_018668_Q1,User_018668 bekerja sebagai Insinyur.,Apa pekerjaan User_018668?,Insinyur
User_020306_F3,User_020306_Q3,Mobil yang dimiliki User_020306 adalah Ford berwarna Abu-abu.,Apa merek mobil User_020306?,Ford
User_028232_F0,User_028232_Q0,User_028232 tinggal di kota Palembang.,Di kota mana User_028232 tinggal?,Palembang
User_029503_F3,User_029503_Q3,Mobil yang dimiliki User_029503 adalah Nissan berwarna Biru.,Apa merek mobil User_029503?,Nissan
User_026057_F4,User_026057_Q4,User_026057 baru membeli Ford warna Merah.,Apa warna mobil User_026057?,Merah
User_019408_F4,User_019408_Q4,User_019408 baru membeli Nissan warna Hijau.,Apa warna mobil User_019408?,Hijau
User_006750_F4,User_006750_Q4,User_006750 baru membeli Suzuki warna Biru.,Apa warna mobil User_006750?,Biru
User_003016_F1,User_003016_Q1,User_003016 bekerja sebagai Programmer.,Apa pekerjaan User_003016?,Programmer
User_026755_F1,User_026755_Q1,User_026755 bekerja sebagai Programmer.,Apa pekerjaan User_026755?,Programmer
User_004272_F1,User_004272_Q1,User_004272 bekerja sebagai Arsitek.,Apa pekerjaan User_004272?,Arsitek
User_020468_F2,User_020468_Q2,User_020468 memiliki peliharaan Ikan bernama Coco.,Siapa nama peliharaan User_020468?,Coco
User_005742_F1,User_005742_Q1,User_005742 bekerja sebagai Pilot.,Apa pekerjaan User_005742?,Pilot
User_003805_F1,User_003805_Q1,User_003805 bekerja sebagai Nelayan.,Apa pekerjaan User_003805?,Nelayan
User_019877_F1,User_019877_Q1,User_019877 bekerja sebagai Pilot.,Apa pekerjaan User_019877?,Pilot
User_007224_F3,User_007224_Q3,Mobil yang dimiliki User_007224 adalah BMW berwarna Biru.,Apa merek mobil User_007224?,BMW
User_003939_F0,User_003939_Q0,User_003939 tinggal di kota Mataram.,Di kota mana User_003939 tinggal?,Mataram
User_002268_F4,User_002268_Q4,User_002268 baru membeli Hyundai warna Kuning.,Apa warna mobil User_002268?,Kuning
User_003249_F4,User_003249_Q4,User_003249 baru membeli Mitsubishi warna Hitam.,Apa warna mobil User_003249?,Hitam
User_016295_F3,User_016295_Q3,Mobil yang dimiliki User_016295 adalah Nissan berwarna Biru.,Apa merek mobil User_016295?,Nissan
User_021976_F0,User_021976_Q0,User_021976 tinggal di kota Palembang.,Di kota mana User_021976 tinggal?,Palembang
User_021517_F1,User_021517_Q1,User_021517 bekerja sebagai Arsitek.,Apa pekerjaan User_021517?,Arsitek
User_013332_F3,User_013332_Q3,Mobil yang dimiliki User_013332 adalah Toyota berwarna Biru.,Apa merek mobil User_013332?,Toyota
User_022372_F1,User_022372_Q1,User_022372 bekerja sebagai Tentara.,Apa pekerjaan User_022372?,Tentara
User_008549_F1,User_008549_Q1,User_008549 bekerja sebagai Seniman.,Apa pekerjaan User_008549?,Seniman
User_012139_F4,User_012139_Q4,User_012139 baru membeli Mitsubishi warna Hijau.,Apa warna mobil User_012139?,Hijau
User_022037_F2,User_022037_Q2,User_022037 memiliki peliharaan Hamster bernama Daisy.,Siapa nama peliharaan User_022037?,Daisy
User_019312_F4,User_019312_Q4,User_019312 baru membeli Toyota warna Hitam.,Apa warna mobil User_019312?,Hitam
User_023802_F3,User_023802_Q3,Mobil yang dimiliki User_023802 adalah Nissan berwarna Hitam.,Apa merek mobil User_023802?,Nissan
User_015195_F0,User_015195_Q0,User_015195 tinggal di kota Surabaya.,Di kota mana User_015195 tinggal?,Surabaya
User_006673_F0,User_006673_Q0,User_006673 tinggal di kota Balikpapan.,Di kota mana User_006673 tinggal?,Balikpapan
User_024829_F3,User_024829_Q3,Mobil yang dimiliki User_024829 adalah Honda berwarna Putih.,Apa merek mobil User_024829?,Honda
User_022640_F1,User_022640_Q1,User_022640 bekerja sebagai Desainer.,Apa pekerjaan User_022640?,Desainer
User_020171_F4,User_020171_Q4,User_020171 baru membeli Mitsubishi warna Ungu.,Apa warna mobil User_020171?,Ungu
User_029078_F0,User_029078_Q0,User_029078 tinggal di kota Bandung.,Di kota mana User_029078 tinggal?,Bandung
User_020156_F3,User_020156_Q3,Mobil yang dimiliki User_020156 adalah Nissan berwarna Hitam.,Apa merek mobil User_020156?,Nissan
User_029689_F4,User_029689_Q4,User_029689 baru membeli Mazda warna Hijau.,Apa warna mobil User_029689?,Hijau
User_018698_F1,User_018698_Q1,User_018698 bekerja sebagai Pilot.,Apa pekerjaan User_018698?,Pilot
User_021981_F2,User_021981_Q2,User_021981 memiliki peliharaan Musang bernama Mochi.,Siapa nama peliharaan User_021981?,Mochi
User_017401_F2,User_017401_Q2,User_017401 memiliki peliharaan Kucing bernama Milo.,Siapa nama peliharaan User_017401?,Milo
User_009239_F4,User_009239_Q4,User_009239 baru membeli Ford warna Ungu.,Apa warna mobil User_009239?,Ungu
User_004287_F2,User_004287_Q2,User_004287 memiliki peliharaan Kelinci bernama Bubu.,Siapa nama peliharaan User_004287?,Bubu
User_018645_F2,User_018645_Q2,User_018645 memiliki peliharaan Ayam bernama Daisy.,Siapa nama peliharaan User_018645?,Daisy
User_014190_F2,User_014190_Q2,User_014190 memiliki peliharaan Kucing bernama Bubu.,Siapa nama peliharaan User_014190?,Bubu
User_001767_F0,User_001767_Q0,User_001767 tinggal di kota Malang.,Di kota mana User_001767 tinggal?,Malang
User_022099_F3,User_022099_Q3,Mobil yang dimiliki User_022099 adalah Daihatsu berwarna Abu-abu.,Apa merek mobil User_022099?,Daihatsu
User_007124_F2,User_007124_Q2,User_007124 memiliki peliharaan Ikan bernama Bubu.,Siapa nama peliharaan User_007124?,Bubu
User_009397_F2,User_009397_Q2,User_009397 memiliki peliharaan Musang bernama Luna.,Siapa nama peliharaan User_009397?,Luna
User_022391_F4,User_022391_Q4,User_022391 baru membeli Toyota warna Hitam.,Apa warna mobil User_022391?,Hitam
User_001714_F1,User_001714_Q1,User_001714 bekerja sebagai Petani.,Apa pekerjaan User_001714?,Petani
User_011953_F3,User_011953_Q3,Mobil yang dimiliki User_011953 adalah Ford berwarna Biru.,Apa merek mobil User_011953?,Ford
User_005899_F0,User_005899_Q0,User_005899 tinggal di kota Medan.,Di kota mana User_005899 tinggal?,Medan
User_017434_F4,User_017434_Q4,User_017434 baru membeli Daihatsu warna Hitam.,Apa warna mobil User_017434?,Hitam
User_020502_F4,User_020502_Q4,User_020502 baru membeli Ford warna Hijau.,Apa warna mobil User_020502?,Hijau
User_011347_F4,User_011347_Q4,User_011347 baru membeli Nissan warna Abu-abu.,Apa warna mobil User_011347?,Abu-abu
User_007574_F0,User_007574_Q0,User_007574 tinggal di kota Malang.,Di kota mana User_007574 tinggal?,Malang
User_008157_F2,User_008157_Q2,User_008157 memiliki peliharaan Kura-kura bernama Charlie.,Siapa nama peliharaan User_008157?,Charlie
User_008361_F1,User_008361_Q1,User_008361 bekerja sebagai Arsitek.,Apa pekerjaan User_008361?,Arsitek
User_014326_F3,User_014326_Q3,Mobil yang dimiliki User_014326 adalah Honda berwarna Merah.,Apa merek mobil User_014326?,Honda
User_021672_F4,User_021672_Q4,User_021672 baru membeli Honda warna Hitam.,Apa warna mobil User_021672?,Hitam
User_019997_F2,User_019997_Q2,User_019997 memiliki peliharaan Kura-kura bernama Bella.,Siapa nama peliharaan User_019997?,Bella
User_001274_F0,User_001274_Q0,User_001274 tinggal di kota Jakarta.,Di kota mana User_001274 tinggal?,Jakarta
User_016270_F3,User_016270_Q3,Mobil yang dimiliki User_016270 adalah Hyundai berwarna Merah.,Apa merek mobil User_016270?,Hyundai
User_014221_F3,User_014221_Q3,Mobil yang dimiliki User_014221 adalah Daihatsu berwarna Putih.,Apa merek mobil User_014221?,Daihatsu
User_013209_F1,User_013209_Q1,User_013209 bekerja sebagai Seniman.,Apa pekerjaan User_013209?,Seniman
User_012465_F4,User_012465_Q4,User_012465 baru membeli Hyundai warna Putih.,Apa warna mobil User_012465?,Putih
User_027026_F3,User_027026_Q3,Mobil yang dimiliki User_027026 adalah Daihatsu berwarna Cokelat.,Apa merek mobil User_027026?,Daihatsu
User_015074_F1,User_015074_Q1,User_015074 bekerja sebagai Arsitek.,Apa pekerjaan User_015074?,Arsitek
User_027109_F4,User_027109_Q4,User_027109 baru membeli Mazda warna Hijau.,Apa warna mobil User_027109?,Hijau
User_010778_F0,User_010778_Q0,User_010778 tinggal di kota Makassar.,Di kota mana User_010778 tinggal?,Makassar
User_013171_F2,User_013171_Q2,User_013171 memiliki peliharaan Musang bernama Kiko.,Siapa nama peliharaan User_013171?,Kiko
User_026094_F4,User_026094_Q4,User_026094 baru membeli BMW warna Hitam.,Apa warna mobil User_026094?,Hitam
User_005967_F3,User_005967_Q3,Mobil yang dimiliki User_005967 adalah Hyundai berwarna Hijau.,Apa merek mobil User_005967?,Hyundai
User_025675_F4,User_025675_Q4,User_025675 baru membeli Daihatsu warna Hijau.,Apa warna mobil User_025675?,Hijau
User_008288_F1,User_008288_Q1,User_008288 bekerja sebagai Tentara.,Apa pekerjaan User_008288?,Tentara
User_018074_F4,User_018074_Q4,User_018074 baru membeli Suzuki warna Putih.,Apa warna mobil User_018074?,Putih
User_018344_F3,User_018344_Q3,Mobil yang dimiliki User_018344 adalah Mitsubishi berwarna Biru.,Apa merek mobil User_018344?,Mitsubishi
User_028048_F1,User_028048_Q1,User_028048 bekerja sebagai Wartawan.,Apa pekerjaan User_028048?,Wartawan
User_011008_F1,User_011008_Q1,User_011008 bekerja sebagai Dokter.,Apa pekerjaan User_011008?,Dokter
User_015044_F1,User_015044_Q1,User_015044 bekerja sebagai Seniman.,Apa pekerjaan User_015044?,Seniman
User_014300_F1,User_014300_Q1,User_014300 bekerja sebagai Insinyur.,Apa pekerjaan User_014300?,Insinyur
User_002038_F1,User_002038_Q1,User_002038 bekerja sebagai Dokter.,Apa pekerjaan User_002038?,Dokter
User_004484_F0,User_004484_Q0,User_004484 tinggal di kota Pontianak.,Di kota mana User_004484 tinggal?,Pontianak
User_009609_F3,User_009609_Q3,Mobil yang dimiliki User_009609 adalah Mitsubishi berwarna Abu-abu.,Apa merek mobil User_009609?,Mitsubishi
User_007533_F3,User_007533_Q3,Mobil yang dimiliki User_007533 adalah Suzuki berwarna Ungu.,Apa merek mobil User_007533?,Suzuki
User_023824_F4,User_023824_Q4,User_023824 baru membeli Honda warna Ungu.,Apa warna mobil User_023824?,Ungu
User_014249_F2,User_014249_Q2,User_014249 memiliki peliharaan Kucing bernama Max.,Siapa nama peliharaan User_014249?,Max
User_004671_F4,User_004671_Q4,User_004671 baru membeli Mitsubishi warna Kuning.,Apa warna mobil User_004671?,Kuning
User_009736_F3,User_009736_Q3,Mobil yang dimiliki User_009736 adalah Toyota berwarna Ungu.,Apa merek mobil User_009736?,Toyota
User_027598_F1,User_027598_Q1,User_027598 bekerja sebagai Koki.,Apa pekerjaan User_027598?,Koki
User_009889_F4,User_009889_Q4,User_009889 baru membeli Honda warna Abu-abu.,Apa warna mobil User_009889?,Abu-abu
User_009646_F0,User_009646_Q0,User_009646 tinggal di kota Ambon.,Di kota mana User_009646 tinggal?,Ambon
User_021962_F3,User_021962_Q3,Mobil yang dimiliki User_021962 adalah Toyota berwarna Abu-abu.,Apa merek mobil User_021962?,Toyota
User_018808_F0,User_018808_Q0,User_018808 tinggal di kota Bandung.,Di kota mana User_018808 tinggal?,Bandung
User_023498_F0,User_023498_Q0,User_023498 tinggal di kota Yogyakarta.,Di kota mana User_023498 tinggal?,Yogyakarta
User_029866_F4,User_029866_Q4,User_029866 baru membeli Mazda warna Biru.,Apa warna mobil User_029866?,Biru
User_014099_F3,User_014099_Q3,Mobil yang dimiliki User_014099 adalah Mitsubishi berwarna Ungu.,Apa merek mobil User_014099?,Mitsubishi
User_005600_F0,User_005600_Q0,User_005600 tinggal di kota Pontianak.,Di kota mana User_005600 tinggal?,Pontianak
User_004155_F3,User_004155_Q3,Mobil yang dimiliki User_004155 adalah Nissan berwarna Hijau.,Apa merek mobil User_004155?,Nissan
User_027159_F2,User_027159_Q2,User_027159 memiliki peliharaan Anjing bernama Kiko.,Siapa nama peliharaan User_027159?,Kiko
User_002706_F2,User_002706_Q2,User_002706 memiliki peliharaan Hamster bernama Molly.,Siapa nama peliharaan User_002706?,Molly
User_014105_F3,User_014105_Q3,Mobil yang dimiliki User_014105 adalah Daihatsu berwarna Biru.,Apa merek mobil User_014105?,Daihatsu
